pair	term1	term2	term2: unigram or bigram	source	relation	relatedness score	pos
(staff training, employee)	staff training	employee	unigram	PhraseTable_co-aligned	None	0.509	n-n
(standard time, time standard)	standard time	time standard	bigram	Wikipedia_transposed	None	0.557	a-n
(standard time, clock)	standard time	clock	unigram	PhraseTable_co-aligned	None	0.548	a-n
(standard time, single hour)	standard time	single hour	bigram	PhraseTable_co-aligned	None	0.540	a-n
(standard time, atlantic time)	standard time	atlantic time	bigram	WordNet_is-a	hyponym	0.453	a-n
(standard time, hourly basis)	standard time	hourly basis	bigram	PhraseTable_co-aligned	None	0.381	a-n
(standard time, moment)	standard time	moment	unigram	PhraseTable_co-aligned	None	0.375	a-n
(standard time, full hour)	standard time	full hour	bigram	PhraseTable_co-aligned	None	0.328	a-n
(standard time, today)	standard time	today	unigram	PhraseTable_co-aligned	None	0.318	a-n
(standard time, day)	standard time	day	unigram	PhraseTable_co-aligned	None	0.300	a-n
(standard time, hourly rate)	standard time	hourly rate	bigram	PhraseTable_co-aligned	None	0.224	a-n
(standard time, extra hour)	standard time	extra hour	bigram	PhraseTable_co-aligned	None	0.182	a-n
(standard time, point)	standard time	point	unigram	PhraseTable_co-aligned	None	0.157	a-n
(standard transmission, transmission system)	standard transmission	transmission system	bigram	WordNet_is-a	hypernym	0.595	a-n
(standard transmission, transmission standard)	standard transmission	transmission standard	bigram	Wikipedia_transposed	None	0.575	a-n
(standard transmission, stick shift)	standard transmission	stick shift	bigram	WordNet_synonym	None	0.391	a-n
(state government, authorities)	state government	authorities	unigram	WordNet_is-a	hypernym	0.707	n-n
(state government, government state)	state government	government state	bigram	Wikipedia_transposed	None	0.661	n-n
(steering wheel, handwheel)	steering wheel	handwheel	unigram	WordNet_is-a	hypernym	0.767	a-n
(steering wheel, vehicle)	steering wheel	vehicle	unigram	PhraseTable_co-aligned	None	0.750	a-n
(steering wheel, driver)	steering wheel	driver	unigram	PhraseTable_co-aligned	None	0.692	a-n
(steering wheel, car)	steering wheel	car	unigram	PhraseTable_co-aligned	None	0.600	a-n
(steering wheel, wheel steering)	steering wheel	wheel steering	bigram	Wikipedia_transposed	None	0.585	a-n
(steering wheel, air bag)	steering wheel	air bag	bigram	PhraseTable_co-aligned	None	0.433	a-n
(steering wheel, road)	steering wheel	road	unigram	PhraseTable_co-aligned	None	0.431	a-n
(steering wheel, drive)	steering wheel	drive	unigram	PhraseTable_co-aligned	None	0.418	a-n
(steering wheel, road safety)	steering wheel	road safety	bigram	PhraseTable_co-aligned	None	0.339	a-n
(steering wheel, impaired driving)	steering wheel	impaired driving	bigram	PhraseTable_co-aligned	None	0.305	a-n
(steering wheel, control column)	steering wheel	control column	bigram	PhraseTable_co-aligned	None	0.297	a-n
(steering wheel, road rage)	steering wheel	road rage	bigram	PhraseTable_co-aligned	None	0.193	a-n
(step process, process step)	step process	process step	bigram	Wikipedia_transposed	None	0.425	n-n
(step process, leg)	step process	leg	unigram	PhraseTable_co-aligned	None	0.413	n-n
(step process, phased approach)	step process	phased approach	bigram	PhraseTable_co-aligned	None	0.406	n-n
(step process, development project)	step process	development project	bigram	PhraseTable_co-aligned	None	0.384	n-n
(step process, development cycle)	step process	development cycle	bigram	PhraseTable_co-aligned	None	0.358	n-n
(step process, project)	step process	project	unigram	PhraseTable_co-aligned	None	0.351	n-n
(step process, period)	step process	period	unigram	PhraseTable_co-aligned	None	0.319	n-n
(step process, incremental approach)	step process	incremental approach	bigram	PhraseTable_co-aligned	None	0.313	n-n
(step process, activity)	step process	activity	unigram	PhraseTable_co-aligned	None	0.306	n-n
(step process, life cycle)	step process	life cycle	bigram	PhraseTable_co-aligned	None	0.259	n-n
(step process, approach)	step process	approach	unigram	PhraseTable_co-aligned	None	0.191	n-n
(stock company, business)	stock company	business	unigram	PhraseTable_co-aligned	None	0.552	n-n
(stock company, business corporation)	stock company	business corporation	bigram	PhraseTable_co-aligned	None	0.532	n-n
(stock company, company stock)	stock company	company stock	bigram	Wikipedia_transposed	None	0.491	n-n
(stock company, incorporation)	stock company	incorporation	unigram	PhraseTable_co-aligned	None	0.414	n-n
(stock company, share)	stock company	share	unigram	PhraseTable_co-aligned	None	0.345	n-n
(stock company, corporate law)	stock company	corporate law	bigram	PhraseTable_co-aligned	None	0.333	n-n
(stock company, form)	stock company	form	unigram	PhraseTable_co-aligned	None	0.205	n-n
(stock company, sole)	stock company	sole	unigram	PhraseTable_co-aligned	None	0.114	n-n
(string bass, bass string)	string bass	bass string	bigram	Wikipedia_transposed	None	0.745	a-n
(string bass, contrabass)	string bass	contrabass	unigram	WordNet_synonym	None	0.481	a-n
(string bass, bull fiddle)	string bass	bull fiddle	bigram	WordNet_synonym	None	0.434	a-n
(subject area, area subject)	subject area	area subject	bigram	Wikipedia_transposed	None	0.763	a-n
(subject area, specific topic)	subject area	specific topic	bigram	PhraseTable_co-aligned	None	0.638	a-n
(subject area, knowledge domain)	subject area	knowledge domain	bigram	WordNet_is-a	hypernym	0.526	a-n
(subject area, study)	subject area	study	unigram	WordNet_synonym	None	0.517	a-n
(subject area, important issue)	subject area	important issue	bigram	PhraseTable_co-aligned	None	0.500	a-n
(subject area, chosen field)	subject area	chosen field	bigram	PhraseTable_co-aligned	None	0.466	a-n
(subject area, field)	subject area	field	unigram	WordNet_synonym	None	0.407	a-n
(subject area, allometry)	subject area	allometry	unigram	WordNet_is-a	hyponym	0.289	a-n
(subject area, development)	subject area	development	unigram	PhraseTable_co-aligned	None	0.289	a-n
(subject area, discipline)	subject area	discipline	unigram	WordNet_synonym	None	0.277	a-n
(subject area, aspect)	subject area	aspect	unigram	PhraseTable_co-aligned	None	0.228	a-n
(subject area, deal)	subject area	deal	unigram	PhraseTable_co-aligned	None	0.227	a-n
(subject area, comment)	subject area	comment	unigram	PhraseTable_co-aligned	None	0.220	a-n
(subject area, estate)	subject area	estate	unigram	PhraseTable_co-aligned	None	0.167	a-n
(subject area, public health)	subject area	public health	bigram	PhraseTable_co-aligned	None	0.151	a-n
(subject area, health care)	subject area	health care	bigram	PhraseTable_co-aligned	None	0.143	a-n
(sufficient evidence, evidence sufficient)	sufficient evidence	evidence sufficient	bigram	Wikipedia_transposed	None	0.864	a-n
(sufficient evidence, proof)	sufficient evidence	proof	unigram	PhraseTable_co-aligned	None	0.733	a-n
(sufficient evidence, case)	sufficient evidence	case	unigram	PhraseTable_co-aligned	None	0.414	a-n
(sufficient evidence, complainant)	sufficient evidence	complainant	unigram	PhraseTable_co-aligned	None	0.414	a-n
(sufficient evidence, prima)	sufficient evidence	prima	unigram	PhraseTable_co-aligned	None	0.183	a-n
(sufficient evidence, position)	sufficient evidence	position	unigram	PhraseTable_co-aligned	None	0.155	a-n
(sum total, total sum)	sum total	total sum	bigram	Wikipedia_transposed	None	0.810	a-n
(sum total, entire amount)	sum total	entire amount	bigram	PhraseTable_co-aligned	None	0.798	a-n
(sum total, full amount)	sum total	full amount	bigram	PhraseTable_co-aligned	None	0.777	a-n
(sum total, summation)	sum total	summation	unigram	WordNet_synonym	None	0.736	a-n
(sum total, balance)	sum total	balance	unigram	PhraseTable_co-aligned	None	0.633	a-n
(sum total, aggregate amount)	sum total	aggregate amount	bigram	PhraseTable_co-aligned	None	0.602	a-n
(sum total, add)	sum total	add	unigram	PhraseTable_co-aligned	None	0.438	a-n
(sum total, aggregate)	sum total	aggregate	unigram	WordNet_is-a	hyponym	0.418	a-n
(sum total, end)	sum total	end	unigram	PhraseTable_co-aligned	None	0.383	a-n
(sum total, dollar amount)	sum total	dollar amount	bigram	PhraseTable_co-aligned	None	0.355	a-n
(sum total, collection)	sum total	collection	unigram	WordNet_is-a	hypernym	0.342	a-n
(sum total, maximum)	sum total	maximum	unigram	PhraseTable_co-aligned	None	0.295	a-n
(sum total, bottom line)	sum total	bottom line	bigram	PhraseTable_co-aligned	None	0.264	a-n
(sum total, essence)	sum total	essence	unigram	PhraseTable_co-aligned	None	0.236	a-n
(summer school, school summer)	summer school	school summer	bigram	Wikipedia_transposed	None	0.705	n-n
(summer school, school term)	summer school	school term	bigram	WordNet_is-a	hypernym	0.545	n-n
(support columns, pillar)	support columns	pillar	unigram	WordNet_is-a	hypernym	0.722	n-n
(support columns, columns support)	support columns	columns support	bigram	Wikipedia_transposed	None	0.604	n-n
(support columns, lally)	support columns	lally	unigram	WordNet_is-a	hyponym	0.266	n-n
(support program, supporting)	support program	supporting	unigram	PhraseTable_co-aligned	None	0.695	n-n
(support program, program support)	support program	program support	bigram	Wikipedia_transposed	None	0.655	n-n
(support program, assistance)	support program	assistance	unigram	PhraseTable_co-aligned	None	0.633	n-n
(support program, aid package)	support program	aid package	bigram	PhraseTable_co-aligned	None	0.500	n-n
(support program, action plan)	support program	action plan	bigram	PhraseTable_co-aligned	None	0.480	n-n
(support program, curriculum)	support program	curriculum	unigram	PhraseTable_co-aligned	None	0.418	n-n
(support program, plan)	support program	plan	unigram	PhraseTable_co-aligned	None	0.405	n-n
(support program, federal government)	support program	federal government	bigram	PhraseTable_co-aligned	None	0.380	n-n
(support program, initiative)	support program	initiative	unigram	PhraseTable_co-aligned	None	0.310	n-n
(support program, head start)	support program	head start	bigram	PhraseTable_co-aligned	None	0.297	n-n
(support program, policy agenda)	support program	policy agenda	bigram	PhraseTable_co-aligned	None	0.279	n-n
(support staff, assistance)	support staff	assistance	unigram	PhraseTable_co-aligned	None	0.602	n-n
(support staff, staff support)	support staff	staff support	bigram	Wikipedia_transposed	None	0.588	n-n
(support staff, supporting)	support staff	supporting	unigram	PhraseTable_co-aligned	None	0.586	n-n
(support staff, supportive role)	support staff	supportive role	bigram	PhraseTable_co-aligned	None	0.547	n-n
(support staff, service)	support staff	service	unigram	PhraseTable_co-aligned	None	0.489	n-n
(support staff, assist)	support staff	assist	unigram	PhraseTable_co-aligned	None	0.464	n-n
(support staff, supporting role)	support staff	supporting role	bigram	PhraseTable_co-aligned	None	0.449	n-n
(support staff, supportive environment)	support staff	supportive environment	bigram	PhraseTable_co-aligned	None	0.444	n-n
(support staff, maintenance)	support staff	maintenance	unigram	PhraseTable_co-aligned	None	0.421	n-n
(support staff, safety net)	support staff	safety net	bigram	PhraseTable_co-aligned	None	0.289	n-n
(support staff, financial assistance)	support staff	financial assistance	bigram	PhraseTable_co-aligned	None	0.278	n-n
(support system, assist)	support system	assist	unigram	PhraseTable_co-aligned	None	0.689	n-n
(support system, system support)	support system	system support	bigram	Wikipedia_transposed	None	0.675	n-n
(support system, backing)	support system	backing	unigram	PhraseTable_co-aligned	None	0.653	n-n
(support system, assistance program)	support system	assistance program	bigram	PhraseTable_co-aligned	None	0.609	n-n
(support system, supportive environment)	support system	supportive environment	bigram	PhraseTable_co-aligned	None	0.600	n-n
(support system, supportive role)	support system	supportive role	bigram	PhraseTable_co-aligned	None	0.549	n-n
(support system, network)	support system	network	unigram	WordNet_is-a	hypernym	0.548	n-n
(support system, maintenance)	support system	maintenance	unigram	PhraseTable_co-aligned	None	0.500	n-n
(support system, service)	support system	service	unigram	PhraseTable_co-aligned	None	0.450	n-n
(support system, financial assistance)	support system	financial assistance	bigram	PhraseTable_co-aligned	None	0.405	n-n
(support system, sustainment)	support system	sustainment	unigram	PhraseTable_co-aligned	None	0.388	n-n
(support system, safety net)	support system	safety net	bigram	PhraseTable_co-aligned	None	0.295	n-n
(surrounding area, vicinity)	surrounding area	vicinity	unigram	PhraseTable_co-aligned	None	0.881	a-n
(surrounding area, area surrounding)	surrounding area	area surrounding	bigram	Wikipedia_transposed	None	0.839	a-n
(surrounding area, geographic region)	surrounding area	geographic region	bigram	PhraseTable_co-aligned	None	0.653	a-n
